标题,ID,时间,点赞
这个妹妹真是受了无妄之灾,让我去找他堂堂正正去,"
                6-8 15:56
                来自河南
              ",
#女考生因穿裙子而被网暴到放弃高考#,妳的小貓信封,"
                6-8 15:56
                来自福建
              ",
的就是这样的//唐横骨染个粉头发被网暴至死，拿个快递被造谣得抑郁症，未成年女生高考穿个裙子被造谣弃考，生怕女的考得好、工作好、过得舒坦、不受控制是吗,云野大帅哥,"
                6-8 15:56
                来自河北
              ",
想穿什么穿什么今天这样穿能让我考的好能让我状态无比好我为什么不能这样穿？？？有法律规定吗,搬家的路上,"
                6-8 15:56
                来自上海
              ",
当事人主页一条微博都没了…,我是珊珊呐_,"
                6-8 15:55
                来自河北
              ",
妈的都是神金,月忆兮,"
                6-8 15:55
                来自湖北
              ",
我寻思是有多暴露呢…居然只是百褶裙配过膝袜天啊脑子脏的人看什么都脏//到底是哪個把我的睡意偷走了当事人大家帮忙去她微博顶顶！！！,满冰冻柠茶,"
                6-8 15:55
                来自云南
              ",
因为女性身体被物化了，学生被物化了，校服被物化了，被凝视，一个孩子的着装、身体被媒体当作吸引眼球的资源，各种意义上的堕落，可悲的新闻，可鄙的为无法交配发疯的雄性,泡沫加味水,"
                6-8 15:54
                来自福建
              ",31
穿衣自由！！！再说了这个装扮我没觉得有什么不妥啊//月亮会保护你我觉得这件事很严重，为何会允许媒体在高考这一天给考生造黄谣？说好的全社会给高考让路呢？,_-我不摘月亮,"
                6-8 15:54
                来自江苏
              ",
起诉这个媒体吧，损害名誉了,恶童表少爷,"
                6-8 15:53
                来自福建
              ",
芋头丝粉糕现在我要说四个字：男的死了,婉拒雪莉酒,"
                6-8 15:52
                来自江苏
              ",
建议全网封杀男的,小貂統治世界,"
                6-8 15:52
                来自贵州
              ",
有病吧爱穿啥穿啥高考都没规定穿搭他们就能看穿搭知道成绩了？,wsnIng_,"
                6-8 15:52
                来自吉林
              ",
蝻的,极夜里月亮沉默不语,"
                6-8 15:52
                来自河南
              ",
转发微博,今日醒神,"
                6-8 15:52
                来自广东
              ",
中高考时穿服的不是很懂……这是高考啊不是想穿什么就穿什么，哪件让人心情好心情稳定觉得这就是我的战袍我的铠甲我讨的好彩头就穿哪个吗，怎么还有审判这个的,重园雪枝,"
                6-8 15:50
                来自辽宁
              ",
网暴很可怕，但是很多人并不觉得在网暴，有的人生活中被人骂一句都受不了但是在网上肆无忌惮用言语伤害别人！！,一个小饼干哇你,"
                6-8 15:49
                来自上海
              ",1
疯了吧,藜渃兰熙,"
                6-8 15:49
                来自江苏
              ",
…,一朵母单花717,"
                6-8 15:48
                来自江苏
              ",
啥比们穿个怎么你了高中就不能穿？谁规定的,HelloHiGoodbye_,"
                6-8 15:48
                来自陕西
              ",
这是高考啊，那些人到底还有没有良知,酒心邀蜜糖,"
                6-8 15:47
                来自山西
              ",
太了無限月-这个对女性恶意太大的世界什么时候爆炸,石榴日Witch,"
                6-8 15:47
                来自山东
              ",
森口都似了,她两是真的,"
                6-8 15:47
                来自新疆
              ",
人家穿个裙子去考试也能变成你们网爆的理由，真是一天到晚闲着没事做了，没事做去厂里打螺丝吧，真是恶臭,每天都很困ik,"
                6-8 15:47
                来自湖南
              ",
这个女孩所在地是最后一届旧高考吗？如果弃考明考再考的话是新高考模式。这是人家一辈子中的一件大事，媒体想干吗？？？？？,酒心邀蜜糖,"
                6-8 15:45
                来自山西
              ",
非必要不发疯,好想念千禧年,"
                6-8 15:45
                来自重庆
              ",
最后那个评论说高考穿校服的，怎么我们的高考不一样吗？？我记得我当时高考是说明了不准穿校服的，因为监考的老师来自各个中学，穿校服就认出来是自己学校的人，怕会帮忙作弊，都是要穿自己的衣服。,宝爷是個音樂夢想家,"
                6-8 15:45
                来自福建
              ",3
我服了。,我今天那叫一个开心,"
                6-8 15:44
                来自河南
              ",
一个十几岁的小姑娘，安检没过好心带人家去买个鞋赶紧送进考场，本来是个普通的小事。有真下流啊有的媒体,好家伙真是万万没想到,"
                6-8 15:43
                来自甘肃
              ",1
这个是正常着装啊，是哪个闲出屁的网友从哪个教派出来乱吠的？,木小木幸福中,"
                6-8 15:43
                来自广西
              ",
夏天也野了,小又女友,"
                6-8 15:43
                来自湖北
              ",
看到图里那些恶意揣测的言论真的来气，我当年高考的时候也是穿着自己最喜欢的两套连衣裙打扮得漂漂亮亮高高兴兴去考试的,小啁啾,"
                6-8 15:43
                来自广东
              ",1
侵害名誉权是犯罪觉得女孩儿穿裙子高考有问题的人，建议去医院好好检查一下，别把脑子留在清朝还毫无知觉,treenie_,"
                6-8 15:42
                来自北京
              ",
叫我,十二栎,"
                6-8 15:41
                来自上海
              ",
我看出来了，根本没长在女人身上，完全长在男人脑子里了。一群傻玩意儿，身子下面缺的眼儿和心里缺的心眼儿都在脑子里挖出来了是吧？脑洞那么大，你那脑子挖出来都不能当筛子用，因为洞太大了。心挖出来倒是能当筛子用，因为为数不多的心眼儿一个比一个小,寸心·若水,"
                6-8 15:39
                来自天津
              ",
